S No., Constraints, Programs, Extracted Programs, Exec. Time
184,( or ( <= ( - ( f x y ) y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1293926
185,( or ( = ( f x y ) ( f x y ) ) ( = ( - ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1102767
186,( and ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( + ( f x y ) y ) ) ),unknown,unknown,1154158
187,( and ( >= ( f x y ) x ) ( <= ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1137963
188,( or ( > ( f x y ) ( f x y ) ) ( >= ( f x y ) ( - ( f x y ) x ) ) ),unknown,unknown,1972945
189,( and ( >= ( f x y ) y ) ( >= ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1267771
190,( or ( > ( f x y ) x ) ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1122881
191,( or ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1129526
192,( and ( >= ( - ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( <= y ( f x y ) ) ),unknown,unknown,1107463
193,( and ( = ( f x y ) ( f x y ) ) ( = ( - ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1859623
194,( and ( > ( + ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( <= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 1),(1),1339037
195,( or ( < ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ( < ( + ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1165566
196,( or ( < ( - y ( f x y ) ) ( f x y ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1220961
197,( and ( >= x ( f x y ) ) ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1169391
198,( and ( = ( f x y ) ( f x y ) ) ( <= ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1983956
199,( or ( >= ( f x y ) ( f x y ) ) ( > ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1271567
200,( or ( <= ( f x y ) ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( - ( - ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1191276
201,( and ( = ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (mod y 0)),((mod y 0)),1126922
202,( and ( = x ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1149276
203,( and ( >= ( - y ( f x y ) ) ( f x y ) ) ( >= ( + ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1939277
204,( or ( = ( f x y ) x ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1289620
205,( or ( <= ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1101333
206,( and ( > x ( f x y ) ) ( = y ( f x y ) ) ),unknown,unknown,1106675
207,( or ( < x ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1105010
208,( or ( > y ( f x y ) ) ( <= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1888005
209,( and ( >= y ( f x y ) ) ( >= x ( f x y ) ) ),Timeout,Timeout,1342049
210,( and ( <= ( f x y ) ( + x ( f x y ) ) ) ( <= ( f x y ) y ) ),unknown,unknown,1106422
211,( and ( = ( f x y ) ( - x ( f x y ) ) ) ( >= ( f x y ) ( - x ( f x y ) ) ) ),unknown,unknown,1172961
212,( or ( > ( f x y ) y ) ( > y ( f x y ) ) ),Timeout,Timeout,1341397
213,( or ( >= ( f x y ) ( f x y ) ) ( < ( - ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1969357
214,( and ( <= ( f x y ) y ) ( = ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1308165
215,( or ( = ( f x y ) ( f x y ) ) ( > ( + ( f x y ) ( - ( f x y ) ( + ( f x y ) x ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1154411
216,( or ( >= ( + ( f x y ) x ) ( f x y ) ) ( = ( f x y ) ( - y ( f x y ) ) ) ),unknown,unknown,1150049
217,( and ( >= ( f x y ) y ) ( > ( + ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,2040604
218,( and ( > x ( f x y ) ) ( >= x ( f x y ) ) ),Timeout,Timeout,1704343
219,( or ( >= ( f x y ) x ) ( > ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1172683
220,( and ( = ( - y ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1290116
221,( and ( <= ( f x y ) x ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1170702
222,( and ( <= ( f x y ) x ) ( = ( f x y ) y ) ),unknown,unknown,2171047
223,( and ( >= ( f x y ) x ) ( = ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1435580
224,( and ( = ( + y ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1152012
225,( and ( >= ( f x y ) y ) ( <= ( f x y ) ( - ( f x y ) x ) ) ),unknown,unknown,1148263
226,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1155990
227,( or ( < ( f x y ) ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1911222
228,( and ( = ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( <= y ( f x y ) ) ),unknown,unknown,1313062
229,( and ( > ( f x y ) x ) ( = ( f x y ) x ) ),unknown,unknown,1188542
230,( and ( < ( - x ( f x y ) ) ( f x y ) ) ( > ( + ( + y ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1242327
231,( and ( >= ( f x y ) x ) ( < ( f x y ) ( - ( - ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1484833
232,( and ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) x ) ),Timeout,Timeout,2158570
233,( and ( > ( - ( f x y ) ( - ( - x ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( >= ( f x y ) x ) ),Timeout,Timeout,1498050
234,( or ( < ( f x y ) ( + ( + ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ) ( <= ( + ( f x y ) ( - ( - x ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1228598
235,( or ( <= ( + ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1229908
236,( and ( < y ( f x y ) ) ( < ( - ( - x ( f x y ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,2025119
237,( and ( <= ( f x y ) ( + ( f x y ) x ) ) ( <= ( f x y ) y ) ),unknown,unknown,1481131
238,( or ( > ( f x y ) y ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1204964
239,( or ( >= y ( f x y ) ) ( < ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1186348
240,( or ( = ( f x y ) ( - y ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1127029
241,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) ( - y ( f x y ) ) ) ),Timeout,Timeout,1949931
242,( and ( > ( f x y ) ( - ( f x y ) x ) ) ( <= ( f x y ) ( f x y ) ) ),unknown,unknown,1354091
243,( or ( <= x ( f x y ) ) ( <= ( - ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1141192
244,( or ( = ( + y ( f x y ) ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1242968
245,( or ( > ( f x y ) y ) ( = ( f x y ) ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1448722
246,( and ( >= ( f x y ) ( f x y ) ) ( > y ( f x y ) ) ),Timeout,Timeout,1801414
247,( or ( <= ( f x y ) ( f x y ) ) ( = ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1201663
248,( and ( = ( f x y ) ( f x y ) ) ( = ( - ( f x y ) ( + ( f x y ) ( - ( f x y ) y ) ) ) ( f x y ) ) ),unknown,unknown,1138470
249,( or ( = x ( f x y ) ) ( <= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1194939
250,( and ( > ( f x y ) ( + x ( f x y ) ) ) ( < ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),Timeout,Timeout,1498872
251,( or ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1652646
252,( or ( < ( f x y ) x ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1169283
253,( and ( > ( - ( f x y ) x ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),unknown,unknown,1114947
254,( and ( >= ( - ( f x y ) x ) ( f x y ) ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1120058
255,( or ( = ( f x y ) ( f x y ) ) ( < ( f x y ) ( + ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1292461
256,( and ( < ( f x y ) ( + ( f x y ) ( - ( + ( f x y ) ( - ( f x y ) ( - y ( f x y ) ) ) ) ( f x y ) ) ) ) ( = ( f x y ) y ) ),unknown,unknown,1749042
257,( and ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1291928
258,( or ( <= x ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1151578
259,( or ( <= ( f x y ) x ) ( <= ( - ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) y ) ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1113770
260,( and ( <= ( f x y ) ( - ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( < ( f x y ) y ) ),unknown,unknown,1273981
261,( or ( >= ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1827253
262,( and ( <= x ( f x y ) ) ( > x ( f x y ) ) ),unknown,unknown,1301539
263,( and ( > ( f x y ) y ) ( < ( f x y ) x ) ),unknown,unknown,1167450
264,( or ( >= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) y ) ) ) ) ) ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* x 0)),((* x 0)),1138716
265,( or ( = ( f x y ) ( + ( f x y ) x ) ) ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1361116
266,( and ( <= ( f x y ) x ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1836812
267,( and ( >= ( + ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1305179
268,( and ( = ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1127609
269,( or ( > ( f x y ) y ) ( < ( - ( f x y ) x ) ( f x y ) ) ),Timeout,Timeout,1256087
270,( or ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1515218
271,( or ( = ( f x y ) ( + y ( f x y ) ) ) ( >= ( f x y ) ( - ( f x y ) ( + ( f x y ) y ) ) ) ),Timeout,Timeout,1757658
272,( or ( > ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1160874
273,( and ( = ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1102859
274,( or ( > ( f x y ) x ) ( > ( - ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1233328
275,( or ( < y ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1459464
276,( or ( < x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1646554
277,( or ( < y ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1157885
278,( and ( > ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),Timeout,Timeout,1172218
279,( and ( = ( f x y ) y ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1096777
280,( or ( = ( f x y ) y ) ( >= ( f x y ) ( + ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1332905
281,( and ( = ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1683985
282,( or ( > ( f x y ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1286882
283,( or ( = x ( f x y ) ) ( > ( f x y ) ( - ( f x y ) x ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1151229
284,( or ( > ( f x y ) ( + ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - ( + ( f x y ) y ) ( f x y ) ) ) ) ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1294954
285,( and ( = y ( f x y ) ) ( < y ( f x y ) ) ),unknown,unknown,1604314
286,( or ( <= ( f x y ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1600783
287,( or ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( = ( f x y ) ( + ( f x y ) ( - ( f x y ) ( + ( f x y ) ( + y ( f x y ) ) ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 0)),((* y 0)),1271180
288,( or ( < ( f x y ) ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1318164
289,( or ( >= ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ( > ( f x y ) ( f x y ) ) ),Timeout,Timeout,1219679
290,( or ( >= ( f x y ) ( f x y ) ) ( < ( + y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),2064414
291,( and ( >= x ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1477681
292,( or ( < ( + ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1227955
293,( or ( >= ( f x y ) ( f x y ) ) ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1126618
294,( and ( = ( f x y ) ( + ( - ( - ( f x y ) y ) ( f x y ) ) ( f x y ) ) ) ( < ( f x y ) y ) ),unknown,unknown,1170090
295,( and ( <= y ( f x y ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1943434
296,( and ( > ( + x ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1310959
297,( and ( <= ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ( = ( f x y ) ( - ( + ( f x y ) ( + ( - y ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ) ),unknown,unknown,1167173
298,( or ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1108984
299,( and ( < ( f x y ) ( f x y ) ) ( > ( + ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ),unknown,unknown,1173502
300,( or ( > y ( f x y ) ) ( >= ( + ( f x y ) x ) ( f x y ) ) ),Timeout,Timeout,2256837
301,( or ( > ( f x y ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( + x ( f x y ) ) ) ) ),Timeout,Timeout,1397700
302,( and ( = ( f x y ) x ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1137951
303,( or ( > y ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),Timeout,Timeout,1258546
304,( and ( < ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1420625
305,( and ( <= ( f x y ) ( f x y ) ) ( > y ( f x y ) ) ),Timeout,Timeout,1972491
306,( and ( < ( f x y ) y ) ( <= ( f x y ) ( + ( f x y ) y ) ) ),unknown,unknown,1232304
307,( and ( >= ( f x y ) x ) ( < ( + y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1113197
308,( and ( > ( f x y ) x ) ( > y ( f x y ) ) ),unknown,unknown,1107602
309,( or ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),Timeout,Timeout,1755349
310,( and ( > ( f x y ) ( + y ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),unknown,unknown,1649013
311,( or ( >= ( - ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1148146
312,( or ( = x ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1150355
313,( or ( > ( f x y ) ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1134202
314,( or ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( <= ( + ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1639016
315,( or ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1579018
316,( or ( > ( f x y ) ( - y ( f x y ) ) ) ( >= ( f x y ) ( - ( - ( + ( f x y ) ( - ( - x ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1181013
317,( and ( <= x ( f x y ) ) ( <= ( - y ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1204492
318,( and ( < ( - ( f x y ) y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),unknown,unknown,1104575
319,( and ( > ( + x ( f x y ) ) ( f x y ) ) ( > ( f x y ) y ) ),unknown,unknown,1891978
320,( and ( = ( f x y ) x ) ( > ( f x y ) y ) ),unknown,unknown,1621065
321,( and ( >= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1143684
322,( or ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1162662
323,( and ( <= ( f x y ) y ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1116091
324,( or ( = x ( f x y ) ) ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1884227
325,( or ( > ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1483322
326,( and ( < x ( f x y ) ) ( <= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1202257
327,( or ( <= ( f x y ) ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1139566
328,( or ( = ( f x y ) y ) ( = ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1127080
329,( and ( >= ( - y ( f x y ) ) ( f x y ) ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1935265
330,( or ( > y ( f x y ) ) ( < x ( f x y ) ) ),Timeout,Timeout,1474896
331,( and ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1137806
332,( and ( > ( f x y ) y ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),unknown,unknown,1194853
333,( and ( = x ( f x y ) ) ( > ( f x y ) ( - ( + y ( f x y ) ) ( f x y ) ) ) ),unknown,unknown,1161763
334,( or ( <= ( f x y ) ( f x y ) ) ( >= ( - y ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1988101
335,( and ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) y ) ),unknown,unknown,1303115
336,( and ( >= ( f x y ) ( - ( f x y ) y ) ) ( = ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1129883
337,( or ( >= ( + x ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1179723
338,( or ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1104343
339,( and ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( > ( f x y ) y ) ),unknown,unknown,1927014
340,( or ( < ( f x y ) ( - y ( f x y ) ) ) ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1382458
341,( and ( >= ( f x y ) y ) ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1130524
342,( or ( >= ( f x y ) ( + ( f x y ) ( + ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ) ) ( > ( f x y ) ( - ( f x y ) x ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1108451
343,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1186122
344,( or ( < ( + ( f x y ) x ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),2028399
345,( or ( < ( f x y ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1424606
346,( and ( <= x ( f x y ) ) ( > x ( f x y ) ) ),unknown,unknown,1158386
347,( or ( = ( f x y ) ( - ( f x y ) x ) ) ( = ( f x y ) ( + ( f x y ) x ) ) ),unknown,unknown,1147236
348,( or ( < ( f x y ) x ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1241633
349,( and ( > ( f x y ) x ) ( = ( f x y ) ( + ( f x y ) y ) ) ),unknown,unknown,1781451
350,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ),Timeout,Timeout,1274165
351,( or ( > ( f x y ) ( + y ( f x y ) ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1105146
352,( and ( < ( f x y ) ( f x y ) ) ( = x ( f x y ) ) ),unknown,unknown,1123766
353,( or ( = ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1163398
354,( or ( = x ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1818130
355,( or ( < ( f x y ) y ) ( = ( f x y ) ( + ( f x y ) ( - y ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1243926
356,( or ( < ( - x ( f x y ) ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1174250
357,( or ( <= y ( f x y ) ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1099881
358,( and ( >= ( + ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( + ( + y ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1186146
359,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( - ( - ( - ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1850571
360,( and ( = ( - ( + ( + ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1280621
361,( or ( <= ( f x y ) ( f x y ) ) ( > ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1117063
362,( or ( > ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1101821
363,( or ( > ( - ( f x y ) x ) ( f x y ) ) ( <= ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1107484
364,( or ( <= ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1882944
365,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1268258
366,( or ( < ( + ( f x y ) x ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1103264
367,( or ( < ( f x y ) ( - x ( f x y ) ) ) ( < y ( f x y ) ) ),Timeout,Timeout,1170330
368,( or ( >= y ( f x y ) ) ( = ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1105600
369,( and ( > ( f x y ) x ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1904255
370,( or ( < ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - x ( f x y ) ) ) ) ) ( >= ( - ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1293765
